family_id,assigned_day
0,76
1,26
2,100
3,2
4,53
5,32
6,91
7,25
8,18
9,88
10,96
11,75
12,52
13,54
14,45
15,22
16,46
17,47
18,75
19,3
20,68
21,56
22,61
23,82
24,75
25,16
26,58
27,65
28,81
29,8
30,68
31,52
32,24
33,32
34,15
35,65
36,47
37,15
38,13
39,10
40,25
41,92
42,81
43,11
44,49
45,55
46,15
47,27
48,21
49,55
50,56
51,28
52,33
53,37
54,94
55,91
56,80
57,31
58,84
59,39
60,98
61,18
62,68
63,63
64,3
65,47
66,66
67,94
68,85
69,55
70,7
71,71
72,66
73,10
74,28
75,53
76,46
77,20
78,52
79,1
80,18
81,14
82,99
83,14
84,9
85,28
86,29
87,25
88,57
89,23
90,54
91,8
92,85
93,5
94,47
95,24
96,77
97,48
98,73
99,39
100,39
101,53
102,29
103,68
104,85
105,12
106,34
107,12
108,34
109,17
110,67
111,68
112,60
113,18
114,15
115,22
116,77
117,13
118,69
119,4
120,56
121,54
122,24
123,95
124,14
125,47
126,88
127,2
128,56
129,79
130,16
131,11
132,76
133,54
134,18
135,5
136,88
137,82
138,59
139,89
140,61
141,89
142,26
143,38
144,28
145,18
146,64
147,28
148,63
149,61
150,72
151,2
152,82
153,3
154,91
155,100
156,95
157,61
158,13
159,55
160,40
161,47
162,97
163,84
164,65
165,33
166,76
167,86
168,84
169,67
170,76
171,24
172,21
173,84
174,94
175,17
176,50
177,74
178,80
179,26
180,40
181,7
182,94
183,17
184,4
185,80
186,50
187,43
188,10
189,51
190,9
191,54
192,20
193,12
194,95
195,55
196,26
197,59
198,81
199,51
200,26
201,35
202,23
203,38
204,56
205,99
206,28
207,47
208,64
209,9
210,56
211,67
212,35
213,52
214,31
215,99
216,43
217,5
218,38
219,97
220,95
221,4
222,36
223,60
224,4
225,61
226,59
227,49
228,53
229,48
230,57
231,48
232,47
233,87
234,82
235,53
236,37
237,30
238,62
239,14
240,57
241,60
242,97
243,89
244,39
245,13
246,50
247,66
248,80
249,75
250,7
251,75
252,97
253,84
254,18
255,94
256,93
257,74
258,92
259,60
260,25
261,67
262,35
263,48
264,11
265,72
266,32
267,18
268,79
269,30
270,67
271,73
272,43
273,38
274,8
275,15
276,32
277,46
278,78
279,38
280,89
281,22
282,12
283,73
284,20
285,84
286,54
287,85
288,63
289,30
290,56
291,80
292,100
293,67
294,46
295,10
296,39
297,48
298,19
299,53
300,5
301,70
302,72
303,27
304,86
305,58
306,2
307,86
308,35
309,19
310,89
311,59
312,43
313,37
314,39
315,45
316,53
317,79
318,49
319,10
320,7
321,95
322,82
323,48
324,33
325,1
326,26
327,64
328,53
329,19
330,93
331,64
332,10
333,23
334,22
335,68
336,89
337,90
338,74
339,45
340,13
341,58
342,74
343,89
344,23
345,66
346,24
347,59
348,94
349,19
350,96
351,27
352,93
353,25
354,87
355,53
356,51
357,25
358,11
359,90
360,55
361,87
362,81
363,12
364,99
365,4
366,93
367,17
368,93
369,72
370,13
371,93
372,96
373,9
374,75
375,6
376,80
377,82
378,25
379,4
380,69
381,27
382,48
383,12
384,94
385,29
386,66
387,39
388,32
389,54
390,40
391,75
392,60
393,36
394,11
395,8
396,75
397,76
398,37
399,5
400,98
401,52
402,25
403,64
404,48
405,78
406,3
407,68
408,21
409,81
410,81
411,74
412,25
413,62
414,93
415,24
416,96
417,10
418,43
419,26
420,60
421,87
422,83
423,74
424,92
425,30
426,36
427,42
428,40
429,2
430,66
431,12
432,28
433,83
434,62
435,80
436,11
437,38
438,25
439,1
440,39
441,64
442,29
443,14
444,26
445,74
446,27
447,21
448,82
449,18
450,60
451,33
452,87
453,83
454,11
455,73
456,94
457,70
458,46
459,56
460,30
461,27
462,80
463,18
464,46
465,85
466,36
467,3
468,42
469,93
470,17
471,38
472,31
473,56
474,22
475,33
476,56
477,60
478,5
479,34
480,1
481,13
482,30
483,78
484,26
485,30
486,11
487,71
488,40
489,16
490,28
491,73
492,95
493,16
494,95
495,56
496,3
497,16
498,45
499,46
500,27
501,21
502,56
503,22
504,81
505,16
506,38
507,47
508,35
509,37
510,82
511,43
512,69
513,64
514,3
515,14
516,100
517,8
518,16
519,9
520,4
521,68
522,32
523,4
524,74
525,19
526,74
527,16
528,68
529,25
530,61
531,45
532,75
533,26
534,14
535,72
536,91
537,23
538,83
539,9
540,31
541,60
542,22
543,53
544,12
545,79
546,80
547,60
548,88
549,1
550,73
551,3
552,35
553,45
554,53
555,10
556,98
557,78
558,20
559,47
560,18
561,20
562,89
563,47
564,82
565,91
566,45
567,76
568,80
569,70
570,11
571,98
572,62
573,77
574,88
575,94
576,75
577,31
578,18
579,77
580,49
581,42
582,20
583,35
584,87
585,3
586,78
587,40
588,51
589,93
590,90
591,55
592,40
593,23
594,61
595,69
596,88
597,81
598,47
599,43
600,15
601,2
602,34
603,58
604,15
605,12
606,76
607,81
608,94
609,94
610,1
611,57
612,10
613,94
614,61
615,58
616,44
617,80
618,2
619,42
620,79
621,1
622,99
623,75
624,78
625,51
626,33
627,3
628,97
629,62
630,95
631,10
632,33
633,10
634,16
635,30
636,80
637,40
638,16
639,30
640,43
641,81
642,73
643,12
644,19
645,98
646,48
647,57
648,38
649,65
650,47
651,46
652,16
653,95
654,10
655,97
656,68
657,48
658,35
659,69
660,23
661,31
662,18
663,6
664,24
665,60
666,48
667,81
668,61
669,61
670,18
671,67
672,44
673,17
674,76
675,64
676,4
677,95
678,32
679,23
680,83
681,61
682,15
