family_id,assigned_day
0,76
1,26
2,100
3,2
4,53
5,32
6,91
7,25
8,89
9,88
10,92
11,19
12,98
13,54
14,45
15,22
16,46
17,47
18,13
19,97
20,68
21,56
22,92
23,82
24,75
25,16
26,58
27,65
28,81
29,89
30,68
31,74
32,91
33,32
34,15
35,98
36,47
37,15
38,13
39,9
40,25
41,31
42,81
43,7
44,49
45,82
46,15
47,45
48,79
49,55
50,67
51,28
52,70
53,37
54,69
55,91
56,12
57,31
58,74
59,39
60,98
61,18
62,39
63,63
64,29
65,47
66,66
67,1
68,89
69,5
70,32
71,11
72,66
73,18
74,28
75,53
76,46
77,20
78,52
79,37
80,18
81,17
82,32
83,88
84,9
85,70
86,29
87,25
88,57
89,23
90,54
91,17
92,85
93,5
94,78
95,24
96,77
97,96
98,73
99,39
100,39
101,53
102,31
103,70
104,85
105,12
106,34
107,41
108,34
109,75
110,70
111,64
112,60
113,18
114,15
115,22
116,77
117,69
118,69
119,4
120,56
121,55
122,14
123,95
124,14
125,47
126,68
127,2
128,56
129,17
130,16
131,11
132,76
133,54
134,43
135,5
136,82
137,82
138,59
139,8
140,61
141,89
142,37
143,38
144,28
145,18
146,64
147,28
148,63
149,61
150,95
151,3
152,88
153,92
154,61
155,100
156,95
157,87
158,13
159,3
160,28
161,60
162,68
163,84
164,65
165,97
166,76
167,93
168,19
169,67
170,27
171,24
172,21
173,68
174,94
175,17
176,52
177,74
178,80
179,26
180,40
181,7
182,94
183,17
184,4
185,80
186,50
187,43
188,10
189,51
190,9
191,54
192,77
193,12
194,65
195,55
196,26
197,92
198,81
199,51
200,83
201,47
202,23
203,38
204,67
205,1
206,28
207,47
208,10
209,9
210,23
211,67
212,10
213,52
214,31
215,17
216,43
217,5
218,38
219,68
220,24
221,17
222,36
223,60
224,100
225,61
226,59
227,49
228,87
229,48
230,57
231,48
232,47
233,92
234,82
235,98
236,37
237,3
238,19
239,14
240,33
241,60
242,56
243,89
244,39
245,4
246,50
247,30
248,33
249,75
250,1
251,97
252,92
253,73
254,18
255,12
256,93
257,74
258,92
259,21
260,37
261,67
262,35
263,48
264,79
265,11
266,32
267,18
268,79
269,30
270,67
271,73
272,43
273,38
274,8
275,15
276,79
277,3
278,78
279,38
280,89
281,22
282,17
283,73
284,20
285,66
286,54
287,85
288,63
289,66
290,25
291,93
292,100
293,67
294,46
295,10
296,39
297,48
298,19
299,53
300,5
301,82
302,4
303,27
304,86
305,58
306,2
307,86
308,47
309,19
310,89
311,72
312,43
313,37
314,57
315,45
316,53
317,88
318,49
319,10
320,7
321,95
322,71
323,48
324,55
325,3
326,26
327,64
328,66
329,41
330,82
331,57
332,10
333,99
334,22
335,68
336,89
337,24
338,74
339,29
340,1
341,58
342,74
343,89
344,23
345,66
346,1
347,59
348,64
349,19
350,96
351,64
352,93
353,25
354,87
355,53
356,33
357,25
358,93
359,90
360,55
361,34
362,61
363,12
364,99
365,4
366,3
367,98
368,93
369,45
370,13
371,93
372,96
373,9
374,75
375,6
376,26
377,82
378,25
379,66
380,69
381,27
382,48
383,69
384,3
385,29
386,66
387,39
388,32
389,94
390,21
391,75
392,16
393,36
394,11
395,8
396,75
397,52
398,37
399,5
400,64
401,52
402,63
403,17
404,48
405,78
406,3
407,68
408,21
409,67
410,81
411,83
412,25
413,80
414,26
415,85
416,75
417,10
418,32
419,94
420,99
421,87
422,24
423,74
424,85
425,30
426,36
427,42
428,40
429,2
430,48
431,12
432,28
433,61
434,18
435,31
436,11
437,38
438,25
439,18
440,39
441,64
442,29
443,14
444,26
445,74
446,27
447,19
448,82
449,18
450,60
451,33
452,87
453,33
454,56
455,1
456,94
457,70
458,46
459,22
460,30
461,27
462,80
463,18
464,46
465,46
466,36
467,24
468,54
469,93
470,17
471,38
472,63
473,56
474,22
475,33
476,56
477,60
478,7
479,34
480,78
481,13
482,30
483,78
484,26
485,30
486,11
487,26
488,40
489,16
490,28
491,73
492,95
493,16
494,95
495,56
496,63
497,63
498,71
499,83
500,27
501,21
502,56
503,22
504,1
505,16
506,38
507,47
508,35
509,37
510,82
511,43
512,58
513,64
514,72
515,14
516,17
517,60
518,24
519,63
520,77
521,85
522,32
523,4
524,74
525,79
526,59
527,16
528,100
529,87
530,61
531,45
532,4
533,26
534,83
535,12
536,91
537,23
538,83
539,9
540,31
541,86
542,22
543,53
544,12
545,79
546,80
547,60
548,22
549,44
550,73
551,3
552,35
553,83
554,53
555,9
556,98
557,94
558,18
559,47
560,18
561,20
562,89
563,76
564,82
565,91
566,45
567,76
568,80
569,25
570,11
571,98
572,62
573,77
574,88
575,94
576,70
577,31
578,18
579,11
580,49
581,42
582,20
583,35
584,77
585,14
586,78
587,40
588,51
589,82
590,90
591,55
592,40
593,23
594,61
595,69
596,88
597,81
598,47
599,43
600,15
601,2
602,5
603,58
604,15
605,12
606,12
607,81
608,94
609,94
610,51
611,57
612,90
613,96
614,61
615,58
616,44
617,80
618,2
619,42
620,40
621,1
622,99
623,75
624,78
625,93
626,28
627,92
628,23
629,62
630,95
631,10
632,33
633,51
634,24
635,30
636,80
637,13
638,26
639,30
640,43
641,81
642,73
643,26
644,19
645,50
646,48
647,57
648,38
649,65
650,47
651,46
652,16
653,95
654,10
655,73
656,68
657,48
658,35
659,69
660,91
661,63
662,18
663,6
664,24
665,76
666,48
667,81
668,10
669,61
670,18
671,67
672,44
673,90
674,76
675,2
676,4
677,95
678,32
679,23
680,27
681,61
682,15
