family_id,assigned_day
0,38
1,82
2,100
3,2
4,93
5,32
6,88
7,48
8,18
9,88
10,96
11,19
12,52
13,54
14,45
15,22
16,46
17,79
18,75
19,44
20,3
21,56
22,92
23,82
24,75
25,16
26,58
27,38
28,81
29,89
30,68
31,74
32,91
33,97
34,46
35,98
36,47
37,15
38,13
39,10
40,81
41,92
42,81
43,11
44,49
45,5
46,15
47,45
48,79
49,33
50,67
51,28
52,33
53,37
54,70
55,91
56,84
57,31
58,74
59,39
60,98
61,18
62,39
63,73
64,3
65,20
66,66
67,21
68,89
69,22
70,7
71,11
72,66
73,10
74,82
75,72
76,46
77,20
78,52
79,37
80,97
81,17
82,99
83,88
84,9
85,70
86,29
87,25
88,57
89,23
90,54
91,17
92,85
93,5
94,47
95,24
96,77
97,96
98,73
99,39
100,39
101,53
102,31
103,68
104,47
105,17
106,34
107,12
108,34
109,75
110,67
111,68
112,60
113,18
114,15
115,22
116,77
117,94
118,69
119,73
120,56
121,17
122,24
123,95
124,14
125,47
126,56
127,2
128,56
129,43
130,16
131,60
132,76
133,54
134,18
135,5
136,88
137,82
138,59
139,89
140,61
141,89
142,85
143,38
144,28
145,61
146,64
147,28
148,63
149,61
150,60
151,2
152,88
153,3
154,99
155,100
156,74
157,87
158,13
159,3
160,40
161,47
162,86
163,84
164,65
165,33
166,14
167,95
168,19
169,67
170,27
171,24
172,21
173,55
174,94
175,85
176,52
177,74
178,80
179,26
180,40
181,7
182,94
183,17
184,4
185,64
186,50
187,43
188,10
189,51
190,9
191,54
192,77
193,35
194,95
195,55
196,26
197,92
198,81
199,51
200,83
201,47
202,23
203,38
204,67
205,26
206,28
207,47
208,64
209,9
210,23
211,67
212,35
213,77
214,31
215,1
216,43
217,38
218,38
219,97
220,24
221,94
222,36
223,41
224,4
225,61
226,59
227,49
228,87
229,48
230,57
231,48
232,47
233,92
234,82
235,53
236,37
237,3
238,36
239,14
240,33
241,60
242,56
243,64
244,35
245,76
246,50
247,66
248,44
249,75
250,7
251,97
252,97
253,84
254,18
255,12
256,93
257,74
258,92
259,100
260,25
261,67
262,32
263,48
264,79
265,72
266,32
267,18
268,39
269,30
270,67
271,73
272,43
273,38
274,8
275,15
276,79
277,53
278,100
279,38
280,89
281,22
282,17
283,73
284,20
285,84
286,22
287,47
288,63
289,66
290,25
291,80
292,100
293,67
294,46
295,10
296,39
297,48
298,19
299,32
300,72
301,56
302,4
303,27
304,86
305,58
306,2
307,86
308,47
309,19
310,64
311,70
312,43
313,72
314,39
315,45
316,53
317,63
318,49
319,10
320,7
321,95
322,71
323,48
324,54
325,1
326,26
327,64
328,10
329,19
330,82
331,37
332,10
333,23
334,22
335,68
336,89
337,24
338,74
339,45
340,1
341,58
342,54
343,89
344,23
345,66
346,1
347,15
348,64
349,19
350,96
351,55
352,93
353,25
354,87
355,53
356,51
357,65
358,11
359,90
360,55
361,87
362,81
363,12
364,99
365,4
366,93
367,17
368,93
369,72
370,13
371,93
372,98
373,61
374,75
375,6
376,26
377,82
378,25
379,65
380,69
381,27
382,48
383,40
384,3
385,29
386,15
387,39
388,45
389,54
390,40
391,75
392,60
393,36
394,28
395,8
396,86
397,52
398,37
399,5
400,3
401,52
402,63
403,37
404,48
405,100
406,3
407,13
408,21
409,81
410,81
411,91
412,65
413,62
414,26
415,13
416,96
417,74
418,32
419,85
420,60
421,87
422,24
423,74
424,4
425,30
426,33
427,24
428,40
429,2
430,66
431,12
432,45
433,61
434,62
435,31
436,13
437,38
438,25
439,18
440,39
441,33
442,29
443,14
444,26
445,74
446,27
447,19
448,82
449,18
450,60
451,50
452,87
453,83
454,69
455,73
456,94
457,70
458,46
459,66
460,30
461,27
462,80
463,18
464,100
465,46
466,36
467,3
468,42
469,93
470,17
471,73
472,59
473,56
474,22
475,33
476,100
477,60
478,5
479,34
480,1
481,13
482,30
483,78
484,26
485,30
486,11
487,71
488,40
489,16
490,28
491,73
492,44
493,16
494,95
495,56
496,63
497,16
498,45
499,46
500,27
501,21
502,56
503,22
504,29
505,16
506,38
507,47
508,35
509,37
510,82
511,43
512,58
513,64
514,3
515,14
516,17
517,60
518,24
519,63
520,48
521,66
522,32
523,98
524,74
525,79
526,59
527,16
528,68
529,87
530,61
531,45
532,4
533,26
534,14
535,72
536,91
537,23
538,83
539,9
540,97
541,86
542,22
543,53
544,12
545,79
546,80
547,20
548,85
549,1
550,73
551,3
552,35
553,45
554,53
555,73
556,26
557,94
558,18
559,47
560,55
561,20
562,64
563,47
564,82
565,91
566,45
567,96
568,80
569,25
570,11
571,98
572,62
573,77
574,88
575,94
576,70
577,31
578,97
579,77
580,49
581,42
582,20
583,35
584,83
585,3
586,78
587,8
588,51
589,82
590,90
591,55
592,40
593,23
594,61
595,19
596,88
597,81
598,47
599,43
600,15
601,2
602,84
603,58
604,15
605,87
606,76
607,81
608,94
609,94
610,51
611,57
612,1
613,96
614,61
615,58
616,44
617,80
618,2
619,42
620,52
621,95
622,99
623,6
624,78
625,47
626,33
627,3
628,97
629,62
630,95
631,10
632,66
633,10
634,17
635,30
636,80
637,40
638,26
639,30
640,43
641,81
642,73
643,12
644,19
645,98
646,48
647,57
648,38
649,65
650,47
651,46
652,16
653,92
654,10
655,73
656,68
657,48
658,35
659,69
660,54
661,63
662,1
663,6
664,24
665,60
666,48
667,81
668,61
669,61
670,18
671,67
672,44
673,90
674,76
675,64
676,4
677,95
678,32
679,23
680,27
681,61
682,15
683,40
684,93
685,46
686,18
687,51
688,88
689,67
690,38
691,8
692,13
693,8
694,70
695,8
696,46
697,85
698,10
699,35
700,14
701,8
702,7
703,66
704,77
705,55
706,95
707,16
708,74
709,98
710,86
711,79
712,36
713,53
714,55
715,33
716,49
717,66
718,31
719,32
720,8
721,34
722,19
723,92
724,81
725,69
726,18
727,42
728,10
729,32
730,17
731,68
732,92
733,50
734,8
735,17
736,80
737,86
738,97
739,65
740,61
741,81
742,99
743,11
744,41
745,91
746,60
747,25
748,46
749,65
750,96
751,54
752,4
753,30
754,36
755,12
756,4
757,73
758,22
759,97
760,23
761,48
762,87
763,17
764,4
765,32
766,16
767,82
768,87
769,94
770,28
771,45
772,53
773,2
774,6
775,99
776,74
777,46
778,3
779,67
780,77
781,9
782,67
783,52
784,75
785,73
786,14
787,6
788,15
789,52
790,59
791,5
792,88
793,100
794,99
795,30
796,81
797,3
798,45
799,9
800,57
801,17
802,3
803,19
804,57
805,11
806,49
807,31
808,90
809,2
810,69
811,75
812,95
813,53
814,27
815,88
816,14
817,53
818,4
819,32
820,71
821,36
822,34
823,35
824,60
825,29
826,28
827,5
828,80
829,70
830,36
831,8
832,41
833,1
834,56
835,37
836,13
837,87
838,94
839,91
840,24
841,92
842,69
843,90
844,81
845,5
846,76
847,95
848,39
849,50
850,57
851,13
852,31
853,65
854,14
855,51
856,12
857,11
858,60
859,24
860,55
861,57
862,85
863,82
864,55
865,19
866,24
867,3
868,33
869,45
870,57
871,100
872,20
873,5
874,23
875,82
876,97
877,49
878,4
879,65
880,53
881,41
882,47
883,82
884,42
885,6
886,81
887,83
888,25
889,99
890,65
891,79
892,17
893,63
894,78
895,84
896,29
897,67
898,26
899,81
900,73
901,7
902,27
903,19
904,24
905,5
906,27
907,34
908,63
909,36
910,46
911,10
912,68
913,59
914,94
915,1
916,80
917,60
918,11
919,68
920,35
921,31
922,6
923,96
924,43
925,71
926,33
927,74
928,40
929,69
930,2
931,35
932,12
933,84
934,38
935,26
936,71
937,27
938,46
939,37
940,31
941,23
942,57
943,82
944,87
945,74
946,54
947,28
948,84
949,86
950,20
951,8
952,13
953,46
954,80
955,63
956,16
957,16
958,24
959,42
960,50
961,90
962,44
963,33
964,75
965,61
966,59
967,63
968,2
969,86
970,97
971,5
972,90
973,82
974,44
975,1
976,18
977,54
978,59
979,4
980,37
981,12
982,14
983,96
984,2
985,44
986,78
987,87
988,84
989,62
990,50
991,75
992,54
993,46
994,39
995,35
996,57
997,50
998,3
999,80
1000,30
1001,20
1002,46
1003,29
1004,45
1005,31
1006,95
1007,69
1008,73
1009,75
1010,46
1011,24
1012,67
1013,11
1014,92
1015,9
1016,9
1017,5
1018,16
1019,75
1020,60
1021,75
1022,73
1023,78
1024,44
1025,71
1026,18
1027,70
1028,13
1029,41
1030,59
1031,94
1032,5
1033,52
1034,17
1035,83
1036,25
1037,86
1038,94
1039,66
1040,23
1041,96
1042,15
1043,16
1044,35
1045,73
1046,54
1047,15
1048,17
1049,55
1050,81
1051,59
1052,1
1053,95
1054,98
1055,62
1056,55
1057,17
1058,40
1059,40
1060,23
1061,65
1062,99
1063,56
1064,75
1065,77
1066,2
1067,70
1068,80
1069,98
1070,49
1071,94
1072,69
1073,31
1074,86
1075,52
1076,26
1077,14
1078,92
1079,59
1080,18
1081,25
1082,85
1083,96
1084,62
1085,71
1086,20
1087,22
1088,65
1089,60
1090,91
1091,56
1092,33
1093,67
1094,62
1095,19
1096,26
1097,55
1098,16
1099,59
1100,67
1101,68
1102,12
1103,74
1104,22
1105,2
1106,93
1107,55
1108,25
1109,5
1110,1
1111,100
1112,67
1113,18
1114,7
1115,97
1116,91
1117,7
1118,73
1119,34
1120,39
1121,64
1122,64
1123,26
1124,96
1125,26
1126,21
1127,68
1128,14
1129,79
1130,12
1131,24
1132,46
1133,89
1134,59
1135,67
1136,32
1137,3
1138,10
1139,42
1140,52
1141,71
1142,3
1143,87
1144,61
1145,53
1146,77
1147,47
1148,26
1149,59
1150,97
1151,25
1152,76
1153,17
1154,88
1155,75
1156,96
1157,15
1158,92
1159,17
1160,96
1161,23
1162,65
1163,18
1164,46
1165,79
1166,36
1167,61
1168,74
1169,25
1170,16
1171,80
1172,2
1173,37
1174,44
1175,60
1176,100
1177,52
1178,32
1179,69
1180,11
1181,56
1182,11
1183,66
1184,82
1185,52
1186,2
1187,75
1188,4
1189,94
1190,49
1191,75
1192,7
1193,76
1194,47
1195,43
1196,67
1197,21
1198,50
1199,16
1200,16
1201,11
1202,65
1203,87
1204,25
1205,9
1206,33
1207,26
1208,43
1209,74
1210,53
1211,49
1212,88
1213,50
1214,100
1215,80
1216,68
1217,41
1218,64
1219,2
1220,54
1221,80
1222,70
1223,58
1224,8
1225,75
1226,10
1227,22
1228,19
1229,21
1230,40
1231,87
1232,68
1233,45
1234,52
1235,65
1236,82
1237,43
1238,96
1239,50
1240,13
1241,60
1242,14
1243,58
1244,72
1245,80
1246,2
1247,81
1248,39
1249,86
1250,13
1251,29
1252,29
1253,72
1254,37
1255,89
1256,10
1257,88
1258,60
1259,70
1260,86
1261,68
1262,60
1263,91
1264,24
1265,83
1266,37
1267,23
1268,54
1269,1
1270,86
1271,95
1272,89
1273,55
1274,87
1275,5
1276,7
1277,49
1278,71
1279,57
1280,9
1281,76
1282,62
1283,29
1284,2
1285,70
1286,97
