family_id,assigned_day
0,52
1,26
2,100
3,2
4,93
5,32
6,91
7,11
8,18
9,97
10,96
11,19
12,98
13,54
14,45
15,22
16,46
17,47
18,59
19,3
20,68
21,56
22,61
23,19
24,4
25,16
26,58
27,65
28,27
29,89
30,68
31,50
32,24
33,96
34,46
35,65
36,70
37,15
38,13
39,10
40,25
41,31
42,81
43,7
44,49
45,5
46,15
47,38
48,79
49,88
50,67
51,28
52,76
53,37
54,70
55,91
56,12
57,3
58,84
59,15
60,98
61,18
62,39
63,63
64,3
65,47
66,66
67,94
68,89
69,5
70,32
71,71
72,66
73,10
74,82
75,53
76,46
77,60
78,52
79,37
80,52
81,39
82,32
83,88
84,9
85,54
86,29
87,68
88,57
89,23
90,54
91,17
92,85
93,5
94,78
95,24
96,1
97,96
98,75
99,39
100,39
101,53
102,29
103,68
104,85
105,12
106,34
107,12
108,34
109,17
110,70
111,64
112,60
113,18
114,15
115,22
116,77
117,94
118,69
119,4
120,56
121,17
122,24
123,63
124,14
125,47
126,3
127,2
128,56
129,64
130,16
131,11
132,76
133,54
134,18
135,5
136,53
137,82
138,59
139,89
140,61
141,89
142,26
143,28
144,28
145,18
146,64
147,59
148,63
149,58
150,72
151,3
152,88
153,3
154,61
155,100
156,95
157,87
158,13
159,11
160,40
161,47
162,68
163,45
164,18
165,33
166,17
167,93
168,19
169,67
170,12
171,24
172,21
173,68
174,94
175,17
176,52
177,74
178,80
179,26
180,40
181,7
182,94
183,78
184,90
185,80
186,50
187,43
188,10
189,51
190,9
191,54
192,77
193,12
194,95
195,55
196,100
197,92
198,90
199,51
200,83
201,35
202,23
203,38
204,67
205,26
206,28
207,95
208,1
209,9
210,61
211,26
212,10
213,52
214,31
215,99
216,43
217,38
218,38
219,68
220,95
221,94
222,36
223,60
224,100
225,61
226,59
227,49
228,72
229,48
230,57
231,48
232,47
233,92
234,82
235,32
236,37
237,30
238,19
239,14
240,57
241,82
242,97
243,64
244,39
245,4
246,50
247,66
248,33
249,75
250,7
251,75
252,92
253,84
254,18
255,80
256,93
257,74
258,92
259,21
260,25
261,67
262,32
263,48
264,79
265,72
266,32
267,18
268,79
269,30
270,67
271,55
272,43
273,71
274,8
275,15
276,79
277,3
278,65
279,38
280,23
281,22
282,26
283,73
284,20
285,84
286,54
287,85
288,63
289,66
290,25
291,93
292,100
293,67
294,46
295,10
296,39
297,48
298,50
299,32
300,72
301,45
302,39
303,27
304,86
305,58
306,2
307,59
308,35
309,19
310,91
311,72
312,43
313,17
314,39
315,63
316,53
317,25
318,49
319,10
320,7
321,95
322,82
323,7
324,33
325,20
326,26
327,46
328,10
329,41
330,93
331,64
332,10
333,23
334,62
335,68
336,89
337,90
338,74
339,45
340,13
341,58
342,80
343,89
344,23
345,66
346,24
347,60
348,1
349,19
350,96
351,27
352,93
353,25
354,43
355,53
356,24
357,25
358,93
359,90
360,55
361,34
362,81
363,16
364,99
365,53
366,93
367,48
368,93
369,45
370,13
371,65
372,96
373,61
374,65
375,6
376,26
377,82
378,25
379,65
380,53
381,27
382,48
383,12
384,3
385,29
386,66
387,39
388,80
389,54
390,40
391,75
392,84
393,36
394,11
395,8
396,72
397,72
398,37
399,5
400,98
401,52
402,25
403,64
404,48
405,54
406,3
407,68
408,22
409,81
410,81
411,74
412,25
413,80
414,26
415,13
416,96
417,71
418,32
419,46
420,60
421,87
422,83
423,74
424,92
425,30
426,33
427,24
428,40
429,2
430,66
431,15
432,28
433,61
434,18
435,16
436,11
437,64
438,25
439,18
440,39
441,33
442,29
443,14
444,61
445,100
446,27
447,94
448,86
449,18
450,60
451,33
452,87
453,33
454,56
455,73
456,94
457,70
458,46
459,66
460,30
461,27
462,80
463,18
464,46
465,46
466,36
467,24
468,54
469,93
470,89
471,38
472,59
473,21
474,22
475,33
476,34
477,60
478,5
479,34
480,78
481,13
482,30
483,78
484,26
485,30
486,60
487,65
488,40
489,16
490,28
491,73
492,95
493,16
494,95
495,56
