family_id,assigned_day
0,76
1,82
2,100
3,2
4,53
5,60
6,91
7,25
8,16
9,39
10,96
11,19
12,52
13,57
14,45
15,22
16,46
17,47
18,75
19,97
20,3
21,56
22,92
23,19
24,75
25,16
26,58
27,65
28,81
29,89
30,68
31,74
32,91
33,97
34,46
35,98
36,82
37,15
38,13
39,9
40,81
41,92
42,81
43,7
44,49
45,5
46,15
47,45
48,79
49,33
50,67
51,28
52,33
53,37
54,70
55,91
56,84
57,92
58,74
59,39
60,98
61,18
62,39
63,63
64,47
65,47
66,66
67,1
68,78
69,5
70,32
71,71
72,66
73,10
74,82
75,53
76,46
77,20
78,52
79,37
80,18
81,17
82,8
83,88
84,9
85,28
86,29
87,25
88,57
89,23
90,54
91,54
92,85
93,5
94,47
95,24
96,77
97,77
98,3
99,39
100,49
101,53
102,31
103,93
104,85
105,12
106,34
107,12
108,34
109,17
110,67
111,68
112,60
113,18
114,15
115,22
116,77
117,94
118,69
119,19
120,56
121,54
122,24
123,95
124,14
125,47
126,3
127,2
128,56
129,43
130,16
131,9
132,76
133,54
134,18
135,5
136,88
137,82
138,59
139,89
140,61
141,7
142,85
143,28
144,28
145,18
146,64
147,28
148,63
149,61
150,60
151,95
152,88
153,92
154,91
155,100
156,95
157,87
158,13
159,3
160,40
161,47
162,86
163,84
164,18
165,97
166,14
167,93
168,84
169,67
170,76
171,24
172,21
173,68
174,94
175,85
176,52
177,74
178,80
179,26
180,40
181,7
182,94
183,17
184,90
185,64
186,50
187,43
188,10
189,51
190,9
191,54
192,77
193,12
194,95
195,55
196,26
197,92
198,90
199,51
200,26
201,47
202,23
203,38
204,92
205,26
206,28
207,47
208,10
209,9
210,23
211,67
212,35
213,77
214,18
215,17
216,43
217,5
218,38
219,68
220,24
221,17
222,36
223,60
224,4
225,61
226,82
227,49
228,87
229,48
230,57
231,48
232,47
233,92
234,82
235,98
236,37
237,3
238,64
239,14
240,57
241,60
242,60
243,89
244,39
245,4
246,50
247,66
248,33
249,75
250,7
251,97
252,92
253,73
254,63
255,97
256,93
257,74
258,92
259,100
260,37
261,92
262,32
263,48
264,79
265,81
266,32
267,18
268,48
269,30
270,67
271,55
272,43
273,38
274,8
275,15
276,79
277,3
278,78
279,38
280,78
281,22
282,89
283,73
284,20
285,66
286,54
287,85
288,63
289,66
290,25
291,80
292,100
293,67
294,46
295,10
296,50
297,48
298,19
299,32
300,5
301,70
302,39
303,27
304,86
305,58
306,2
307,1
308,47
309,19
310,89
311,8
312,43
313,93
314,39
315,45
316,53
317,63
318,49
319,10
320,7
321,95
322,82
323,48
324,33
325,3
326,26
327,64
328,10
329,41
330,82
331,17
332,10
333,23
334,22
335,30
336,89
337,24
338,74
339,45
340,13
341,58
342,54
343,89
344,23
345,66
346,24
347,59
348,5
349,86
350,96
351,27
352,93
353,94
354,87
355,53
356,51
357,65
358,93
359,90
360,55
361,87
362,81
363,12
364,99
365,4
366,3
367,98
368,26
369,72
370,13
371,93
372,96
373,61
374,75
375,6
376,26
377,82
378,25
379,4
380,82
381,27
382,48
383,12
384,73
385,29
386,66
387,39
388,32
389,94
390,40
391,75
392,84
393,36
394,11
395,8
396,86
397,76
398,37
399,5
400,3
401,52
402,63
403,17
404,48
405,78
406,3
407,68
408,21
409,81
410,81
411,74
412,65
413,80
414,8
415,24
416,96
417,10
418,32
419,42
420,99
421,69
422,83
423,74
424,92
425,30
426,33
427,24
428,40
429,2
430,48
431,12
432,45
433,14
434,98
435,1
436,11
437,38
438,25
439,18
440,39
441,47
442,29
443,14
444,26
445,74
446,27
447,19
448,82
449,18
450,22
451,33
452,87
453,83
454,38
455,3
456,27
457,70
458,46
459,66
460,30
461,27
462,80
463,18
464,46
465,46
466,36
467,3
468,54
469,93
470,89
471,79
472,59
473,56
474,22
475,33
476,54
477,60
478,7
479,34
480,1
481,13
482,30
483,78
484,22
485,30
486,11
487,71
488,40
489,16
490,28
491,73
492,95
493,16
494,95
495,56
496,3
497,16
498,71
499,83
500,27
501,21
502,56
503,22
504,1
505,16
506,38
507,47
508,35
509,37
510,82
511,43
512,58
513,64
514,3
515,14
516,42
517,60
518,24
519,24
520,4
521,85
522,32
523,51
524,74
525,19
526,59
527,70
528,100
529,25
530,61
531,45
532,4
533,26
534,14
535,12
536,91
537,23
538,83
539,9
540,31
541,60
542,22
543,53
544,12
545,81
546,80
547,60
548,88
549,1
550,73
551,3
552,35
553,45
554,53
555,10
556,98
557,16
558,18
559,47
560,55
561,20
562,27
563,74
564,82
565,91
566,39
567,76
568,80
569,25
570,11
571,98
572,62
573,71
574,88
575,94
576,70
577,31
578,89
579,11
580,49
581,42
582,20
583,35
584,87
585,14
586,78
587,40
588,51
589,82
590,90
591,55
592,40
593,23
594,61
595,34
596,88
597,81
598,74
599,43
600,15
601,2
602,84
603,1
604,15
605,12
606,81
607,81
608,94
609,91
610,51
611,57
612,1
613,96
614,61
615,58
616,44
617,100
618,2
619,42
620,52
621,1
622,99
623,75
624,78
625,77
626,33
627,92
628,23
629,62
630,95
631,75
632,66
633,10
634,70
635,30
636,80
637,40
638,16
639,30
640,43
641,81
642,73
643,12
644,19
645,10
646,48
647,57
648,38
649,65
650,47
651,68
652,16
653,95
654,10
655,73
656,68
657,48
658,35
659,69
660,91
661,63
662,1
663,6
664,24
665,34
666,48
667,81
668,61
669,61
670,18
671,67
672,44
673,17
674,76
675,64
676,4
677,95
678,32
679,23
680,27
681,61
682,15
683,40
684,26
685,55
686,91
687,51
688,88
689,67
690,6
691,8
692,13
693,8
694,100
695,8
696,46
697,85
698,10
699,35
700,14
701,8
702,7
703,85
704,60
705,55
706,95
707,69
708,46
709,98
710,98
711,14
712,36
713,25
714,10
715,33
716,49
717,66
718,31
719,32
720,53
721,45
722,49
723,92
724,81
725,69
726,18
727,3
728,6
729,32
730,17
731,68
732,92
733,1
734,8
735,74
736,80
737,12
738,87
739,65
740,1
741,14
742,99
743,11
744,41
745,25
746,60
747,25
748,46
749,65
750,96
751,71
752,4
753,30
754,36
755,12
756,4
757,73
758,22
759,97
760,23
761,48
762,87
763,17
764,4
765,32
766,16
767,82
768,92
769,44
770,93
771,91
772,12
773,2
774,26
775,99
776,70
777,46
778,3
779,67
780,77
781,9
782,67
783,52
784,75
785,73
786,96
787,6
788,15
789,52
790,59
791,5
792,88
793,100
794,8
795,92
796,81
797,3
798,45
799,68
800,57
801,17
802,13
803,19
804,57
805,1
806,49
807,72
808,52
809,2
810,69
811,75
812,95
813,76
814,27
815,22
816,54
817,53
818,56
819,32
820,90
821,36
822,34
823,35
824,60
825,89
826,28
827,71
828,80
829,70
830,36
831,8
832,41
833,46
834,56
835,8
836,31
837,73
838,97
839,91
840,24
841,92
842,69
843,88
844,81
845,53
846,47
847,95
848,39
849,50
850,19
851,13
852,31
853,55
854,14
855,51
856,70
857,11
858,60
859,83
860,55
861,57
862,59
863,82
864,9
865,19
866,24
867,3
868,80
869,11
870,53
871,16
872,20
873,5
874,23
875,82
876,5
877,49
878,90
879,65
880,53
881,41
882,77
883,82
884,42
885,6
886,81
887,83
888,30
889,99
890,65
891,79
892,17
893,63
894,78
895,11
896,29
897,67
898,26
899,6
900,73
901,7
902,33
903,19
904,98
905,41
906,27
907,34
908,63
909,36
910,46
911,10
912,68
913,59
914,97
915,55
916,80
917,60
918,11
919,99
