family_id,assigned_day
0,82
1,26
2,100
3,2
4,53
5,32
6,88
7,25
8,18
9,88
10,92
11,19
12,52
13,54
14,45
15,22
16,46
17,74
18,75
19,7
20,3
21,56
22,61
23,82
24,75
25,16
26,58
27,38
28,81
29,89
30,68
31,57
32,24
33,32
34,46
35,98
36,47
37,15
38,13
39,10
40,81
41,66
42,80
43,11
44,49
45,55
46,15
47,45
48,21
49,55
50,67
51,28
52,20
53,37
54,69
55,91
56,80
57,31
58,74
59,15
60,98
61,18
62,39
63,63
64,19
65,20
66,66
67,94
68,89
69,22
70,32
71,71
72,66
73,10
74,82
75,53
76,46
77,20
78,52
79,37
80,18
81,17
82,99
83,88
84,9
85,54
86,29
87,68
88,57
89,28
90,54
91,17
92,76
93,5
94,47
95,24
96,58
97,57
98,3
99,39
100,39
101,74
102,29
103,60
104,47
105,12
106,34
107,41
108,34
109,75
110,67
111,68
112,13
113,18
114,15
115,22
116,77
117,69
118,69
119,4
120,56
121,55
122,24
123,95
124,14
125,47
126,3
127,2
128,56
129,17
130,16
131,81
132,76
133,54
134,18
135,2
136,88
137,8
138,59
139,89
140,61
141,89
142,26
143,15
144,28
145,18
146,64
147,28
148,63
149,61
150,60
151,3
152,88
153,3
154,99
155,100
156,95
157,87
158,13
159,55
160,10
161,47
162,13
163,84
164,65
165,33
166,76
167,93
168,19
169,67
170,97
171,24
172,21
173,84
174,94
175,17
176,52
177,74
178,100
179,26
180,40
181,7
182,94
183,17
184,90
185,64
186,50
187,1
188,20
189,51
190,9
191,54
192,77
193,35
194,65
195,55
196,100
197,59
198,90
199,51
200,26
201,47
202,23
203,79
204,92
205,26
206,28
207,47
208,10
209,9
210,23
211,67
212,35
213,97
214,31
215,99
216,43
217,48
218,23
219,97
220,24
221,4
222,36
223,60
224,4
225,61
226,82
227,49
228,87
229,48
230,57
231,48
232,47
233,87
234,41
235,98
236,37
237,3
238,36
239,14
240,33
241,60
242,15
243,89
244,76
245,13
246,50
247,66
248,33
249,75
250,1
251,75
252,92
253,84
254,28
255,97
256,93
257,74
258,92
259,60
260,25
261,92
262,32
263,48
264,79
265,72
266,7
267,28
268,39
269,30
270,51
271,57
272,43
273,68
274,8
275,15
276,34
277,3
278,78
279,38
280,23
281,22
282,17
283,73
284,20
285,31
286,85
287,59
288,63
289,30
290,25
291,23
292,100
293,67
294,46
295,10
296,55
297,48
298,19
299,32
300,61
301,70
302,72
303,27
304,86
305,58
306,2
307,32
308,47
309,19
310,89
311,59
312,43
313,17
314,39
315,45
316,53
317,79
318,65
319,10
320,7
321,1
322,82
323,48
324,55
325,1
326,26
327,46
328,3
329,19
330,82
331,17
332,10
333,99
334,22
335,68
336,89
337,90
338,74
339,45
340,13
341,58
342,54
343,89
344,23
345,96
346,24
347,59
348,5
349,36
350,96
351,55
352,93
353,25
354,87
355,53
356,33
357,55
358,51
359,90
360,55
361,87
362,81
363,53
364,99
365,4
366,93
367,98
368,76
369,72
370,13
371,26
372,96
373,61
374,56
375,6
376,26
377,82
378,25
379,65
380,79
381,27
382,48
383,12
384,3
385,29
386,66
387,39
388,32
389,54
390,40
391,75
392,60
393,36
394,11
395,8
396,75
397,52
398,37
399,5
400,64
401,52
402,25
403,17
404,48
405,78
406,6
407,68
408,21
409,13
410,81
411,91
412,65
413,62
414,8
415,79
416,41
417,74
418,42
419,85
420,99
421,69
422,27
423,74
424,92
425,30
426,36
427,24
428,85
429,2
430,66
431,12
432,45
433,83
434,98
435,31
436,11
437,64
438,38
439,18
440,39
441,64
442,29
443,14
444,26
445,100
446,27
447,19
448,99
449,18
450,60
451,33
452,86
453,83
454,69
455,73
456,94
457,70
458,46
459,66
460,30
461,75
462,80
463,71
464,46
465,46
466,36
467,3
468,54
469,93
470,17
471,38
472,63
473,56
474,22
475,15
476,56
477,60
478,5
479,34
480,78
481,13
482,3
483,78
484,26
485,30
486,11
487,21
488,40
489,33
490,28
491,73
492,95
493,16
494,95
495,56
496,63
497,16
498,45
499,46
500,27
501,21
502,56
503,38
504,81
505,16
506,38
507,13
508,35
509,37
510,82
511,43
512,58
513,64
514,52
515,14
516,96
517,47
518,24
519,63
520,4
521,68
522,32
523,4
524,74
525,98
526,59
527,16
528,68
529,94
530,69
531,57
532,4
533,26
534,14
535,72
536,91
537,23
538,83
539,9
540,31
541,86
542,22
543,20
544,12
545,81
546,1
547,60
548,14
549,1
550,73
551,3
552,35
553,35
554,53
555,10
556,98
557,94
558,57
559,47
560,18
561,20
562,89
563,74
564,82
565,91
566,45
567,76
568,80
569,25
570,16
571,98
572,62
573,19
574,63
575,94
576,70
577,40
578,18
579,11
580,49
581,42
582,20
583,35
584,87
585,14
586,78
