family_id,assigned_day
0,52
1,26
2,100
3,2
4,53
5,32
6,91
7,48
8,18
9,88
10,96
11,19
12,98
13,54
14,45
15,48
16,46
17,79
18,75
19,97
20,88
21,56
22,61
23,51
24,75
25,16
26,58
27,65
28,27
29,89
30,68
31,74
32,91
33,99
34,46
35,87
36,47
37,63
38,13
39,10
40,81
41,31
42,81
43,11
44,49
45,82
46,15
47,45
48,32
49,97
50,67
51,28
52,33
53,90
54,94
55,15
56,12
57,92
58,84
59,39
60,1
61,18
62,1
63,63
64,3
65,47
66,82
67,94
68,78
69,5
70,32
71,11
72,66
73,22
74,82
75,53
76,46
77,20
78,52
79,37
80,97
81,17
82,99
83,88
84,9
85,54
86,29
87,25
88,57
89,23
90,63
91,8
92,85
93,69
94,47
95,24
96,75
97,48
98,3
99,39
100,39
101,53
102,31
103,68
104,85
105,22
106,34
107,12
108,34
109,17
110,66
111,68
112,60
113,18
114,15
115,22
116,77
117,94
118,69
119,4
120,56
121,17
122,2
123,95
124,14
125,83
126,68
127,2
128,56
129,43
130,16
131,11
132,76
133,54
134,18
135,2
136,82
137,82
138,59
139,89
140,22
141,89
142,85
143,38
144,28
145,48
146,64
147,28
148,63
149,61
150,60
151,2
152,88
153,3
154,61
155,100
156,95
157,87
158,84
159,55
160,40
161,47
162,68
163,84
164,18
165,33
166,76
167,93
168,73
169,84
170,97
171,73
172,21
173,54
174,94
175,17
176,52
177,74
178,80
179,2
180,20
181,7
182,94
183,17
184,81
185,36
186,50
187,43
188,10
189,62
190,9
191,54
192,77
193,12
194,95
195,55
196,26
197,46
198,81
199,51
200,26
201,47
202,23
203,38
204,67
205,26
206,28
207,47
208,10
209,9
210,23
211,67
212,35
213,77
214,35
215,94
216,55
217,80
218,38
219,1
220,27
221,37
222,36
223,60
224,4
225,53
226,10
227,49
228,87
229,48
230,57
231,48
232,47
233,87
234,82
235,98
236,37
237,3
238,19
239,14
240,33
241,60
242,60
243,70
244,39
245,13
246,50
247,22
248,33
249,14
250,7
251,75
252,97
253,93
254,63
255,94
256,93
257,74
258,92
259,60
260,25
261,67
262,32
263,48
264,11
265,11
266,32
267,18
268,79
269,30
270,98
271,73
272,43
273,71
274,8
275,58
276,69
277,3
278,78
279,38
280,66
281,22
282,17
283,73
284,20
285,66
286,54
287,85
288,63
289,66
290,56
291,55
292,66
293,23
294,46
295,10
296,39
297,48
298,69
299,39
300,5
301,45
302,72
303,27
304,86
305,58
306,2
307,86
308,35
309,19
310,64
311,70
312,43
313,17
314,39
315,45
316,53
317,63
318,49
319,10
320,7
321,95
322,71
323,48
324,75
325,3
326,5
327,46
328,66
329,19
330,82
331,17
332,14
333,23
334,22
335,68
336,89
337,24
338,74
339,78
340,13
341,58
342,64
343,28
344,23
345,66
346,1
347,59
348,94
349,19
350,96
351,64
352,93
353,25
354,87
355,53
356,25
357,60
358,24
359,90
360,55
361,87
362,36
363,16
364,76
365,53
366,3
367,13
368,76
369,45
370,13
371,93
372,98
373,61
374,75
375,6
376,95
377,41
378,25
379,65
380,69
381,27
382,48
383,62
384,3
385,29
386,66
387,39
388,32
389,54
390,40
391,75
392,60
393,36
394,11
395,53
396,75
397,52
398,37
399,89
400,3
401,52
402,63
403,74
404,48
405,54
406,6
407,68
408,21
409,81
410,81
411,83
412,56
413,62
414,26
415,24
416,96
417,71
418,3
419,85
420,60
421,87
422,83
423,43
424,4
425,30
426,36
427,24
428,40
429,2
430,66
431,15
432,28
433,61
434,88
435,31
436,11
437,79
438,25
439,18
440,74
441,8
442,29
443,61
444,26
445,74
446,65
447,21
448,82
449,18
450,24
451,50
452,86
453,83
454,46
455,73
456,94
457,70
458,46
459,66
460,30
461,27
462,80
463,35
464,43
465,46
466,36
467,3
468,54
469,93
470,89
471,38
472,1
473,56
474,22
475,15
476,86
477,60
478,24
479,34
480,78
481,13
482,30
483,78
484,26
485,82
486,11
487,71
488,7
489,16
490,28
491,73
492,95
493,16
494,95
495,56
