family_id,assigned_day
0,52
1,26
2,100
3,2
4,53
5,32
6,88
7,52
8,18
9,1
10,92
11,19
12,65
13,54
14,45
15,22
16,50
17,47
18,75
19,97
20,3
21,56
22,61
23,19
24,75
25,16
26,58
27,65
28,81
29,89
30,68
31,74
32,91
33,32
34,46
35,98
36,47
37,15
38,13
39,10
40,25
41,31
42,81
43,7
44,92
45,5
46,15
47,27
48,79
49,33
50,67
51,28
52,70
53,12
54,69
55,91
56,84
57,92
58,74
59,39
60,79
61,15
62,1
63,31
64,3
65,47
66,66
67,94
68,89
69,5
70,32
71,71
72,66
73,10
74,46
75,72
76,79
77,20
78,53
79,37
80,18
81,14
82,99
83,14
84,9
85,28
86,29
87,25
88,57
89,23
90,54
91,17
92,85
93,69
94,47
95,24
96,77
97,77
98,3
99,39
100,39
101,53
102,31
103,68
104,85
105,12
106,34
107,12
108,34
109,17
110,67
111,68
112,60
113,18
114,15
115,22
116,77
117,69
118,69
119,4
120,56
121,17
122,24
123,95
124,14
125,58
126,3
127,2
128,56
129,43
130,16
131,11
132,76
133,54
134,18
135,2
136,88
137,82
138,59
139,89
140,13
141,89
142,26
143,38
144,28
145,18
146,64
147,28
148,63
149,61
150,60
151,3
152,88
153,35
154,25
155,100
156,95
157,87
158,13
159,3
160,40
161,47
162,86
163,84
164,65
165,97
166,14
167,95
168,73
169,67
170,52
171,73
172,21
173,68
174,94
175,74
176,52
177,74
178,80
179,26
180,40
181,7
182,94
183,17
184,90
185,80
186,50
187,43
188,91
189,51
190,9
191,83
192,77
193,12
194,95
195,55
196,100
197,97
198,81
199,51
200,26
201,35
202,23
203,38
204,67
205,99
206,28
207,95
208,64
209,9
210,23
211,67
212,10
213,77
214,31
215,94
216,43
217,5
218,23
219,97
220,24
221,70
222,36
223,41
224,100
225,61
226,82
227,49
228,87
229,48
230,57
231,48
232,47
233,87
234,82
235,98
236,37
237,3
238,36
239,14
240,33
241,60
242,60
243,89
244,87
245,4
246,50
247,30
248,33
249,75
250,7
251,75
252,92
253,73
254,18
255,97
256,93
257,74
258,92
259,60
260,37
261,67
262,32
263,48
264,79
265,11
266,32
267,18
268,39
269,30
270,67
271,73
272,43
273,71
274,8
275,15
276,79
277,81
278,78
279,38
280,23
281,22
282,64
283,73
284,20
285,66
286,54
287,85
288,63
289,66
290,56
291,93
292,100
293,67
294,42
295,85
296,39
297,48
298,19
299,32
300,61
301,45
302,72
303,27
304,86
305,58
306,2
307,32
308,47
309,19
310,89
311,70
312,43
313,17
314,39
315,45
316,53
317,25
318,49
319,10
320,7
321,1
322,82
323,48
324,33
325,1
326,77
327,46
328,97
329,19
330,93
331,64
332,10
333,65
334,22
335,68
336,89
337,90
338,35
339,45
340,13
341,58
342,64
343,89
344,23
345,66
346,24
347,59
348,5
349,19
350,27
351,27
352,85
353,25
354,87
355,85
356,51
357,25
358,93
359,90
360,55
361,34
362,81
363,53
364,99
365,41
366,93
367,17
368,70
369,72
370,13
371,93
372,96
373,61
374,75
375,6
376,26
377,82
378,18
379,4
380,69
381,27
382,48
383,12
384,3
385,29
386,66
387,39
388,32
389,94
390,40
391,75
392,60
393,36
394,11
395,8
396,75
397,46
398,37
399,89
400,3
401,100
402,63
403,64
404,48
405,78
406,3
407,68
408,21
409,81
410,81
411,74
412,65
413,80
414,8
415,24
416,41
417,74
418,32
419,42
420,99
421,69
422,83
423,74
424,85
425,30
426,33
427,24
428,40
429,2
430,66
431,12
432,45
433,61
434,98
435,31
436,11
437,38
438,25
439,18
440,39
441,33
442,29
443,14
444,26
445,100
446,62
447,94
448,82
449,18
450,60
451,33
452,87
453,33
454,11
455,73
456,94
457,70
458,46
459,66
460,30
461,27
462,80
463,18
464,46
465,46
466,36
467,3
468,54
469,93
470,17
471,79
472,59
473,56
474,22
475,33
476,54
477,60
478,5
479,34
480,78
481,13
482,30
483,78
484,26
485,30
486,62
487,26
488,40
489,16
490,28
491,16
492,95
493,16
494,95
495,56
