family_id,assigned_day
0,52
1,26
2,100
3,2
4,93
5,32
6,99
7,25
8,18
9,88
10,96
11,19
12,52
13,54
14,34
15,22
16,46
17,47
18,75
19,97
20,3
21,56
22,61
23,19
24,75
25,16
26,58
27,38
28,81
29,89
30,68
31,74
32,75
33,61
34,46
35,98
36,47
37,15
38,13
39,10
40,25
41,92
42,81
43,11
44,49
45,5
46,15
47,45
48,32
49,33
50,50
51,28
52,76
53,37
54,70
55,91
56,12
57,31
58,74
59,39
60,98
61,18
62,39
63,31
64,3
65,20
66,66
67,94
68,89
69,5
70,32
71,11
72,66
73,10
74,56
75,53
76,46
77,20
78,52
79,1
80,97
81,17
82,99
83,88
84,9
85,70
86,29
87,25
88,57
89,23
90,75
91,17
92,85
93,5
94,78
95,24
96,77
97,96
98,3
99,39
100,39
101,53
102,31
103,68
104,47
105,12
106,34
107,12
108,34
109,75
110,67
111,68
112,60
113,18
114,15
115,22
116,77
117,94
118,69
119,4
120,97
121,6
122,24
123,95
124,14
125,83
126,3
127,2
128,56
129,17
130,16
131,11
132,76
133,54
134,18
135,2
136,88
137,82
138,2
139,89
140,61
141,89
142,26
143,28
144,28
145,18
146,64
147,28
148,63
149,64
150,72
151,3
152,88
153,92
154,99
155,100
156,95
157,87
158,13
159,3
160,40
161,47
162,97
163,84
164,65
165,97
166,76
167,93
168,19
169,84
170,12
171,24
172,21
173,84
174,94
175,17
176,75
177,74
178,80
179,26
180,40
181,7
182,94
183,34
184,47
185,64
186,50
187,43
188,10
189,51
190,9
191,83
192,77
193,12
194,95
195,55
196,26
197,59
198,90
199,51
200,26
201,47
202,23
203,38
204,92
205,99
206,28
207,47
208,1
209,9
210,23
211,67
212,10
213,77
214,31
215,17
216,43
217,5
218,23
219,97
220,1
221,17
222,36
223,60
224,84
225,61
226,59
227,49
228,81
229,48
230,57
231,48
232,47
233,87
234,82
235,53
236,37
237,54
238,36
239,14
240,57
241,60
242,97
243,89
244,76
245,76
246,50
247,66
248,80
249,75
250,7
251,75
252,92
253,73
254,18
255,12
256,93
257,74
258,92
259,100
260,25
261,67
262,32
263,48
264,11
265,11
266,32
267,18
268,79
269,30
270,67
271,56
272,43
273,38
274,8
275,15
276,32
277,3
278,100
279,38
280,89
281,22
282,26
283,56
284,20
285,66
286,22
287,47
288,63
289,66
290,56
291,80
292,100
293,67
294,68
295,10
296,39
297,48
298,19
299,2
300,5
301,45
302,4
303,27
304,86
305,58
306,2
307,86
308,35
309,19
310,89
311,59
312,43
313,37
314,57
315,45
316,53
317,25
318,49
319,10
320,7
321,56
322,82
323,48
324,55
325,1
326,26
327,46
328,10
329,19
330,93
331,57
332,10
333,23
334,22
335,68
336,89
337,90
338,74
339,29
340,13
341,58
342,64
343,89
344,23
345,96
346,9
347,15
348,1
349,19
350,96
351,27
352,93
353,25
354,27
355,85
356,51
357,65
358,93
359,90
360,55
361,87
362,81
363,12
364,99
365,4
366,93
367,53
368,93
369,45
370,13
371,93
372,96
373,61
374,75
375,6
376,26
377,82
378,18
379,4
380,73
381,27
382,48
383,40
384,73
385,62
386,66
387,39
388,32
389,54
390,40
391,75
392,84
393,36
394,11
395,8
396,2
397,52
398,37
399,5
400,47
401,52
402,4
403,86
404,48
405,100
406,3
407,68
408,21
409,81
410,81
411,74
412,65
413,80
414,26
415,24
416,96
417,74
418,42
419,26
420,60
421,87
422,83
423,29
424,77
425,30
426,33
427,24
428,85
429,2
430,66
431,37
432,45
433,1
434,98
435,31
436,11
437,38
438,38
439,18
440,39
441,33
442,29
443,14
444,26
445,74
446,27
447,94
448,82
449,23
450,60
451,33
452,86
453,33
454,69
455,73
456,94
457,70
458,46
459,56
460,30
461,27
462,80
463,18
464,46
465,46
466,36
467,3
468,54
469,93
470,17
471,79
472,63
473,56
474,22
475,15
476,100
477,60
478,5
479,34
480,78
481,13
482,30
483,78
484,26
485,30
486,11
487,71
488,40
489,16
490,28
491,73
492,95
493,16
494,95
495,56
